Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL,Apply Link
Coinbase,"Software Engineer, Frontend (Coinbase One)",United States,9 hours ago,$148K/yr - $174K/yr,Remote,73.2026,200,2,True,"JavaScript, React, Performance Optimization, Security, Application Security","Frontend Architecture, Usability, Two-Factor Authentication, Crypto, Financial Exchanges, Onchain Activity, Ethereum, ENS, DApps, Blockchain",https://jobright.ai/jobs/info/69db19ef738f2f099e8acf76,https://grnh.se/95f89b6a1us?gh_src=20687b321us&source=LinkedIn
Supermicro,Software Engineer,"San Jose, CA",12 hours ago,$84K/yr - $134K/yr,Onsite,92.3273,200,1,True,"Relational databases, MySQL, MSSQL, Containers, Docker, Kubernetes, Python, Java, Shell scripting, PHP","RESTful API testing, Redfish API, Web application testing, Microservices testing, Test automation",https://jobright.ai/jobs/info/69be0cfab106024562836f24,https://jobs.supermicro.com/job/San-Jose-Software-Engineer-Cali/1337650200/?utm_source=LINKEDIN&utm_medium=referrer&LinkedIn%20Job%20Slots=utm_source=linkedinjobpostings
Nanonets,Forward Deployed Engineer,"Palo Alto, CA",21 hours ago,"$120K/yr - $1,600K/yr",Hybrid,80.0532,59,5,True,"Python, JavaScript, AI/LLM best practices, API platform development, Software engineering, Machine learning engineering","Humility, Eagerness to help colleagues, Effective multitasking, Prioritization",https://jobright.ai/jobs/info/69de078e5913ad339813be0e,https://boards.greenhouse.io/embed/job_app?token=5162218008&utm_source=jobright
phData,AI Automation Engineer - Internal Platform,United States,5 hours ago,N/A,Remote,73.4797,69,3,True,"AI-driven tools, Scripting, API integration, Python, Software development workflows, Git, AWS, Azure","AI-powered workflows, Platforms, Process automation, RPA, Power Automate, Workflow tools, Enterprise SaaS applications, Agile development practices, Cloud AI services, Google Cloud",https://jobright.ai/jobs/info/69ced0aa398fb071abf89491,https://boards.greenhouse.io/embed/job_app?token=7776052&utm_source=jobright
Paddle,Associate Solutions Engineer,"Austin, TX",9 hours ago,N/A,Hybrid,84.1382,200,N/A,True,"JavaScript, Web technologies, API integration, Project management","Technical consulting, Customer management",https://jobright.ai/jobs/info/69bd6084b106024562824885,https://jobs.ashbyhq.com/paddle/14fc5c4d-c1a4-4c83-8a4b-ce29a080b3a2?utm_source=LinkedIn
Affirm,"Manager, Software Engineering (Continuous Integration)",United States,12 hours ago,$225K/yr - $275K/yr,Remote,74.4503,97,N/A,True,"Continuous Integration, CI/CD, GitHub Actions, Cloud-Native Environments, AWS, Kubernetes, Programming, Python, Java","Build Systems, Developer Productivity, Build/Test Automation Tools, Jenkins, CircleCI, Buildkite, Bazel, GCP, Infrastructure-as-Code, Kotlin",https://jobright.ai/jobs/info/68dad5f70b832179ca4b16a6,https://job-boards.greenhouse.io/affirm/jobs/7415863003?gh_src=689c81d53us
Andreessen Horowitz,"Partner 20, Applied ML, Engineer, ASG","San Francisco, CA",10 hours ago,$341K/yr - $422K/yr,Hybrid,90.5305,31,2,True,"Machine Learning, Python, Statistical Modeling, NumPy, Scikit-learn, PyTorch, ML Model Deployment, Containerization, Docker, Kubernetes, Cloud Computing, Data Storage, Compute Services","TensorFlow, JAX, Kubeflow, MLflow, Airflow, TFX, GKE, Google Cloud Platform, Empathy",https://jobright.ai/jobs/info/69bddc7a393a1008f743af8f,https://www.linkedin.com/jobs/view/4388586661
Deloitte,Unqork Developer,"Dallas, TX",12 hours ago,$108K/yr - $198K/yr,Onsite,87.997,25,4,True,"RESTful APIs, Authentication, Authorization services, OAuth 2.0, OpenID Connect, Unit testing, Integration testing, Continuous integration, Continuous delivery (CI/CD), Cloud platforms, Amazon Web Services (AWS), Microsoft Azure","Unqork platform development, Enterprise application development, Database integration, Google Cloud Platform (GCP), Unqork Developer certification, Unqork Architect certification, Agile delivery, Scrum ceremonies",https://jobright.ai/jobs/info/69a17c950da45516f16ae79c,https://apply.deloitte.com/en_US/careers/InviteToApply?jobId=325528&source=LinkedIn
Qualcomm,Sr. Engineer Developer Relations,"San Diego, CA",11 hours ago,$108K/yr - $162K/yr,Hybrid,81.9596,25,2,True,"Programming Languages - C, Programming Languages - C++, Programming Languages - Java, Programming Languages - Python, Debugging Techniques, AI","Developer Relations, Developer Advocacy, IoT, Machine Learning Workflows, Edge AI Deployment, Technical Content Creation",https://jobright.ai/jobs/info/69da72c4738f2f099e8a95cf,https://careers.qualcomm.com/careers/job/446717992759?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
First Financial Bank Texas,Software Developer I,"Abilene, TX",11 hours ago,N/A,Onsite,78.3224,200,N/A,True,"SQL, SQL Server, Visual Studio, MVC, JavaScript, JQuery, T-SQL, Troubleshooting","C#, VB.NET, ASP.NET, .NET Framework, ADO.NET, Web Forms, Windows Forms, Stored Procedures, WCF, Courtesy",https://jobright.ai/jobs/info/69db1e80f748bc5d08a56ca0,https://ffin.wd1.myworkdayjobs.com/First_Financial_Bank/job/Operations-Center/Software-Developer-I_JR102566?source=LinkedIn
Tech Consulting,Software Engineer,"New York, United States",8 hours ago,N/A,Onsite,98.0,47,2,True,"Java, Object Oriented Programming, SQL, JavaScript, CSS, JQuery, HTML, Git, Data Structures, Algorithms, Design Patterns, English communication","C#, XML, Software Architecture",https://jobright.ai/jobs/info/69f7639d582f810f9c8cbee8,https://www.linkedin.com/jobs/view/4408381385
Mitchell Martin Inc.,"Data Engineer (dbt, Snowflake)","Charlotte, NC",11 hours ago,$110K/yr - $125K/yr,Onsite,88.3343,48,3,True,"Data Transformation, Data Modeling, Cloud Architectures, SQL, Data Security Management","Data Pipeline Tools, Data Integration Tools, Data Warehousing",https://jobright.ai/jobs/info/69f73e56582f810f9c8cb298,https://www.linkedin.com/jobs/view/4397067545
DRW,"Software Engineer, Research – Cumberland Systematic","Chicago, IL",12 hours ago,$175K/yr - $225K/yr,Onsite,61.2393,200,N/A,True,"Python, Internal motivation","Timeseries data management, Type safety, Type systems",https://jobright.ai/jobs/info/68dc2a4697329f2f77323287,https://job-boards.greenhouse.io/drweng/jobs/7283668?gh_src=c25a55fb1us
Foundry,Dynamics 365 Finance & Operations (D365 F&O) Developer,"Boston, MA",1 hour ago,N/A,Onsite,66.2574,77,3,True,"REST integrations, Analytical, Troubleshooting","Dynamics 365 Finance & Operations, D365 F&O configuration, D365 F&O customization, X++ development, Management Reporter, ERP localizations, Microsoft Common Data Model, Data Management Framework, ERP financial modules, Accounting workflows, SOAP integrations",https://jobright.ai/jobs/info/69cd7e05398fb071abf75a0d,https://boards.greenhouse.io/embed/job_app?token=7773673&utm_source=jobright
Perplexity,Member of Technical Staff (AI Infrastructure Engineer),"San Francisco, CA",8 hours ago,$220K/yr - $405K/yr,Onsite,81.5178,200,3,True,"Kubernetes administration, Python programming, C++ programming, ML frameworks - PyTorch distributed training, API development for distributed systems, Debugging, Monitoring containerized environments","YAML configuration management, Slurm job scheduling, Slurm resource management, Slurm cluster configuration, Networking for ML workloads, Storage management for ML workloads, Compute resource management for ML workloads, Distributed systems management",https://jobright.ai/jobs/info/69152679286ccf0a1512bb5b,https://jobs.ashbyhq.com/Perplexity/598e1f7d-b802-4de2-99ac-90eb2bc33315/application?utm_source=linkedinpaid
Woven by Toyota,"Senior Software Engineer, Calibration","Ann Arbor, MI",9 hours ago,N/A,Hybrid,68.3591,98,3,True,"C++ Programming, Python Programming, Developing Modular Code, UNIX-like Systems, Machine Learning Model Deployment","Sensor Calibration for IMU, Sensor Calibration for LiDAR, Sensor Calibration for Camera, Sensor Calibration for Radar, Structure-from-motion, SLAM, Localization, Sensor Fusion, 3D Reconstruction, Multi-view Geometry, Autonomous Driving Sensor Hardware, Runtime Optimization for Linux, Embedded CUDA Development",https://jobright.ai/jobs/info/69a1a9410da45516f16b0b61,https://jobs.lever.co/woven-by-toyota/b62c0057-a094-4274-81d2-c039ffd920d2/apply?source=LinkedIn
Abaka AI,Machine Learning Engineer,"Palo Alto, CA",11 hours ago,$175K/yr - $275K/yr,Onsite,79.8699,200,3,True,"Machine Learning, Python, PyTorch, ML System Design, Kubernetes, Self-driven","TensorFlow, JAX, Distributed Training, Multimodal Data Processing, Ray, Airflow, MLflow, Cloud Training Environments",https://jobright.ai/jobs/info/69a3cf2b0da45516f16cc3ac,https://job-boards.greenhouse.io/abakaai/jobs/4056035009?source=LinkedIn
KLA,Algorithm Development Engineer,"Milpitas, CA",10 hours ago,$130K/yr - $222K/yr,Onsite,72.4832,200,2,True,"C++ programming, Object-oriented programming, Debugging techniques, Microsoft Visual Studio, Linear algebra","Numerical algorithms development, Scientific data presentation, Optics, Optical scatterometry, Electromagnetic wave propagation, Electromagnetic material properties, Semiconductor materials, Signal processing, Nonlinear optimization",https://jobright.ai/jobs/info/6968d341f25a380066976164,https://kla.wd1.myworkdayjobs.com/Search/job/Milpitas-CA/Algorithm-Development-Engineer_2532428?bid=370&source=Job_Board_LinkedIn
Deepgram,"Senior Developer Advocate, Partner Ecosystem",United States,9 hours ago,N/A,Remote,74.8826,56,3,True,"JavaScript, Python, API development, AI tools usage, WebSockets, WebRTC, Vector Databases, Collaboration across teams","NET, Go, Frontend development, Developer Relations, Community engagement, GRPC, LLM orchestration frameworks, RAG architecture, Open source contribution, Automation tools, Partner relationship management, Empathy",https://jobright.ai/jobs/info/69d48964e63cea7a8b65ab6c,https://jobs.ashbyhq.com/Deepgram/5e26347c-f7c6-412c-93c8-2b162d546cc1?source=rLVNdemx1O
Path Robotics,"Machine Learning Engineer, Perception",United States,16 hours ago,N/A,Remote,76.5275,64,3,True,"Machine learning, Deep learning, Python, PyTorch, Computer vision, Containerized deployment","3D point cloud processing, Open3D, PointNet++, Transformer-based architectures, Graph-based architectures, ROS, Distributed training, Hyperparameter optimization, Sensor fusion, Kalman filtering",https://jobright.ai/jobs/info/69d6d5e2e63cea7a8b66c8d1,https://boards.greenhouse.io/embed/job_app?token=8499372002&utm_source=jobright
Glean,"Machine Learning Engineer, LLM Evals & Observability",San Francisco Bay Area,19 hours ago,$200K/yr - $300K/yr,Hybrid,95.2807,42,2,True,"Software engineering, Go programming, Python programming, Large language model evaluation, Reinforcement learning from human feedback, Natural language processing, Machine learning","Distributed data pipelines, Analytical rigor",https://jobright.ai/jobs/info/69a8f13579f3f4037f438b51,https://boards.greenhouse.io/embed/job_app?token=4669417005&utm_source=jobright
Wave Mobile Money,Applied AI Scientist - LLMs & Voice,United States,8 hours ago,$0/yr - $228K/yr,Remote,76.1168,55,5,True,"AI/ML engineering, Python, Statistics, Machine learning theory, Large Language Models (LLMs), Prompt engineering, ML model production deployment, Speech AI, English language","Backend engineering, Retrieval-Augmented Generation (RAG), Embeddings, Fine-tuning, Agent orchestration, AI coding agents, Automatic Speech Recognition (ASR), Text-to-Speech (TTS), Latency optimization, Real-time streaming, Voice agents, Customer support AI systems, Conversational AI systems, Low-resource language handling, Technical challenge navigation",https://jobright.ai/jobs/info/69f76179a3d34b4f76f5b7bb,https://boards.greenhouse.io/embed/job_app?token=5779974004&utm_source=jobright
Figma,"Manager, Software Engineering - Observability","New York, NY",10 hours ago,$258K/yr - $376K/yr,Hybrid,52.332,89,4,True,,"Observability platforms, Datadog, OpenTelemetry, Metrics, Logs, Distributed tracing, Distributed systems, Instrumentation standards, SLO design, Incident response workflows, Cost attribution, Budgeting, Forecasting, Cloud cost management, AI-driven anomaly detection, Root cause analysis, Operational automation, Cross-functional alignment",https://jobright.ai/jobs/info/69a66837e567421f425770ff,https://boards.greenhouse.io/figma/jobs/5807963004?gh_jid=5807963004&gh_src=28109e334us&source=LinkedIn
OpenAI,"Software Engineer, Fleet Infrastructure","San Francisco, CA",10 hours ago,$230K/yr - $490K/yr,Hybrid,79.5328,200,N/A,True,"Programming, Public cloud - Azure, Kubernetes, CI/CD systems, AI/ML workloads","Hyperscale compute systems, Job scheduling, Cluster management, Snapshot delivery, Execution focused mentality",https://jobright.ai/jobs/info/69851f5e348f733a5c394c77,https://jobs.ashbyhq.com/openai/a58add97-1968-4d5c-b504-ab62bea12df3/application
Amazon Science,Applied Scientist III - AMZ9898584,"Boston, MA",13 hours ago,$167K/yr - $226K/yr,Onsite,94.8632,25,2,True,"Programming in Java, Programming in C++, Programming in Python, Supervised machine learning, Unsupervised machine learning, Statistical modeling, Bayesian models, Deep neural networks, Optimization methods, Machine learning model development, Machine learning model deployment",Experiment analysis in production environment,https://jobright.ai/jobs/info/69f7397a81706a5bd216b3e1,https://www.amazon.jobs/jobs/10405965/applied-scientist-iii--amz?cmpid=bsp-amazon-science
Capital One,"Manager, Data Scientist - Recommendation & Personalization Systems","New York, NY",7 hours ago,$197K/yr - $225K/yr,Onsite,77.9341,46,4,True,"Python, AWS, Machine Learning, Relational Databases, Deep Learning, MLOps, Customer focus, Innovation, Technical aptitude","H2O, Spark, Transformer-based architectures, DASK, PySpark",https://jobright.ai/jobs/info/696ae3d7350cf43803120d84,https://www.capitalonecareers.com/job/-/-/234/90651080096?p_sid=peZOqyb&p_uid=CBc5vdCRha&ss=paid&utm_campaign=data_science_toh_26&utm_content=pj_board&utm_medium=jobad&utm_source=jobright
Enbridge,Engineer in Training I - Data Intelligence & Decision Support,"Calgary, AB, CAN, US",7 hours ago,N/A,Hybrid,73.6232,98,0,True,"Data analytics, Structured datasets, Scripting languages, SQL, API programming, Data governance, Data quality management, Data certification Azure Data Fundamentals","Data reporting, Operational decision support, Engineering decision support, Workflow automation, Data visualization tools, Integrity management, Asset lifecycle management, Regulatory compliance, Data certification Databricks Data Engineer Associate, Data certification Fabric Analytics Engineer Associate, Curiosity, Analytical thinking",https://jobright.ai/jobs/info/69f778f7db88714bcdfb94b5,https://enbridge.wd3.myworkdayjobs.com/enbridge_careers/job/Houston-TX-USA/Engineer-in-Training-I_71266-1
Prime Video & Amazon MGM Studios,"Systems Development Engineer, Production and Post Production Technology","Culver City, CA",9 hours ago,$129K/yr - $175K/yr,Onsite,72.362,42,2,True,"Python, Java, C++, Linux/Unix, CI/CD pipelines, AWS cloud application development, DevOps, AWS services implementation, Scripting languages, Infrastructure-as-code Terraform","Infrastructure automation, Ruby, Golang, C#, Rust, Systems administration, Network administration, Site reliability engineering, Networking DNS, Networking DHCP, Networking SSL, Networking OSI Model, Networking TCP/IP, Security best practices, Infrastructure-as-code CloudFormation, Infrastructure-as-code CDK",https://jobright.ai/jobs/info/69bf263d393a1008f744e642,https://www.amazon.jobs/jobs/10372905/systems-development-engineer-production-and-post-production-technology?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Picarro,Systems Engineer - Data Analysis & Algorithms,"Santa Clara, CA",11 hours ago,$120K/yr - $130K/yr,Onsite,82.3482,25,N/A,True,"Python, Jupyter notebooks, NumPy, Mathematics, Statistics, Data analysis, Data modeling, Algorithm development, Data pipelines, Software development tools, Scientific datasets","SciPy, Pandas, Matplotlib, Data visualization",https://jobright.ai/jobs/info/69e966660a6e09555303bae2,https://boards.greenhouse.io/embed/job_app?token=5192999008&utm_source=jobright
Anything,Platform Engineer,"San Francisco, CA",10 hours ago,$125K/yr - $200K/yr,Onsite,58.231,200,N/A,True,"Cloud infrastructure, Typescript","Distributed systems, Backend services, Platform engineering, Scalable system design, System reliability, Multi-tenant infrastructure, Cost control, Runtime infrastructure design, Curiosity",https://jobright.ai/jobs/info/69f744fe0b36ff0354757910,https://jobs.ashbyhq.com/anything/6af7ed92-2390-4ef8-a9b3-3be3935307c5/application?utm_source=ongJb0rM8a
Canonical,Juju Software Engineer (Go),Latin America,9 hours ago,N/A,Onsite,85.0911,101,N/A,True,"Container Technologies, Linux, Cloud Computing, SQL, NoSQL, Terraform, Communication","Go, Distributed Systems, Networking, Agile Software Development, Configuration Management, Open Source Contributions",https://jobright.ai/jobs/info/69173a53370fde633d07e851,https://boards.greenhouse.io/embed/job_app?token=6426388&utm_source=jobright
Zipline,Fullstack - Data Platform (Autonomy),"South San Francisco, CA",10 hours ago,$170K/yr - $210K/yr,Onsite,66.6121,200,N/A,True,"Working with complex JSON/nested data structures, Typescript, React, Cloud databases","Full stack web application development, Data-heavy web application performance optimization, Database query optimization, Zustand, Storybook, Playwright, Django, Flask, FastAPI, AWS RDS, DocumentDB, User-centered design thinking, Work closely with internal customers",https://jobright.ai/jobs/info/69be4561393a1008f7443057,https://www.zipline.com/careers?gh_jid=7607673003
Fluidstack,"Software Engineer, Talent","San Francisco, CA",10 hours ago,$160K/yr - $250K/yr,Onsite,57.87,200,3,True,"TypeScript, React, REST API design, GraphQL API design, Postgres, Modern React patterns","Background jobs, Webhook handling, Database modeling, Third-party SaaS API integration, ATS platforms, HRIS systems, Technical design, Production deployment, Hooks, Context, Server components, Form state management, Accessible UI, Work in ambiguous problem spaces",https://jobright.ai/jobs/info/69b35a72ad360c0340a8788f,https://www.fluidstack.io/resources/careers?ashby_jid=02c2affd-5712-41dc-bb0b-72d9f6f6cd75&utm_source=XRYmdBRBaP&source=linkedin
Scopely,Senior Cloud Security Engineer,"US - Bellevue, United States",10 hours ago,$170K/yr - $253K/yr,Hybrid,86.725,96,3,True,"Cloud technologies, Programming languages, Java, Python, Cloud-centric infrastructure, Docker, Kubernetes, IAM","Go, Cloud Security, Security tooling, Automation",https://jobright.ai/jobs/info/6996129281476f6176adcd14,https://boards.greenhouse.io/embed/job_app?token=5110280008&utm_source=jobright
Included Health,Lead Solutions Engineer,United States,5 hours ago,$99K/yr - $167K/yr,Remote,78.3145,41,4,True,"SQL, Project management","Solutions Engineering, Technical foundation",https://jobright.ai/jobs/info/69a10f705218a8167672443a,https://www.linkedin.com/jobs/view/4377608849
TikTok,(General Hire) Research Scientist Graduate (TikTok Recommendation) - 2026 Start (BS/MS),"San Jose, CA",12 hours ago,$123K/yr - $256K/yr,Onsite,97.4413,200,N/A,True,"Software Development, Computer Science, Computer Engineering, Programming - C++, Programming - Python, Algorithms, Data Structures, Machine Learning, Deep Learning Frameworks - PyTorch, Deep Learning Frameworks - TensorFlow, Natural Language Processing, Computer Vision, Recommender Systems",,https://jobright.ai/jobs/info/694cc8b629655e4dd656f7cb,https://lifeattiktok.com/search/7532216894792222994?spread=5MWH5CQ
Factory,Developer Relations,"San Francisco, CA",23 hours ago,N/A,Onsite,85.0356,66,3,True,"Software Development, AI, Machine Learning, Software Development Tools, Project Management, Creative Thinking, Strategic Thinking","Developer Relations, Open-Source Community Engagement, Event Planning",https://jobright.ai/jobs/info/69f69b0a582f810f9c8c9b96,https://jobs.ashbyhq.com/factory/8a1b9535-e2de-487a-8f7f-9fb9fb80a912/application?utm_source=jobright
Amazon Web Services (AWS),"Senior AI Hardware Systems Engineer, Annapurna Labs, Trainium Machine Learning Fleet Operations","Austin, TX",8 hours ago,$159K/yr - $215K/yr,Onsite,77.1059,25,4,True,"Programming - C++, Programming - Java, Programming - Python, Programming - PowerShell, Software development, System design, Statistical analysis, Version control tools, Operating systems, Security, Database administration, Cloud infrastructure","Programming - C#, Programming - Golang, Programming - Ruby, Architecture, Computer architecture, Hardware troubleshooting, Firmware flashing, Device debugging, Server hardware troubleshooting, System optimization, System analysis, Reliability analysis, Automation, Hardware, Storage, Network, SOC bring-up, Post-silicon validation",https://jobright.ai/jobs/info/69bde7124828227293009a09,https://www.amazon.jobs/jobs/10372711/senior-ai-hardware-systems-engineer-annapurna-labs-trainium-machine-learning-fleet-operations?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Cyabra,Technical Solution Engineer,"New York, United States",10 hours ago,$80K/yr - $130K/yr,Hybrid,78.2379,25,N/A,True,"APIs, REST APIs, Cloud-based architectures, LLM prompt design","JSON, Technical sales, SaaS industry experience, Solution architecture",https://jobright.ai/jobs/info/69f745eedb88714bcdfb8be0,https://cyabra.bamboohr.com/careers/40?source=aWQ9MTg%3D
Deloitte,"AI Full Stack Engineer, Manager - Tax Transformation","Tampa, FL",11 hours ago,$119K/yr - $272K/yr,Hybrid,81.8464,33,5,True,"Full stack web development, SQL Server, OOPS Concepts, Microservices Architecture, Angular, React, NoSQL, Azure, Design Patterns, AWS Certified Solutions Architect","C#, .NET Core, ASP.NET Core Web API, Entity Framework 6, Above, Database performance tuning, Agile methodologies, CPA license, Attorney license, Enrolled Agent, Certified SAFe Advanced Scrum Master, Certified SAFe Agile Software Engineer, Certified SAFe Agilist, Certified SAFe Architect, Certified SAFe DevOps Practitioner, Certified SAFe Practitioner, Certified SAFe Scrum Master, Certified Scrum Developer (CSD), MCSD Application Lifecycle Management Solutions Developer, MCSD Web Applications",https://jobright.ai/jobs/info/68f9ad3bcadb2e5a06a66d22,https://apply.deloitte.com/en_US/careers/InviteToApply?jobId=315274&source=LinkedIn
Supermicro,Software QA Engineer (27301),"San Jose, CA",12 hours ago,$100K/yr - $135K/yr,Onsite,93.415,200,5,True,"Software Quality Assurance, Shell Scripting, Python",SQA Methodologies,https://jobright.ai/jobs/info/69d55610366bb95ba5544340,https://jobs.supermicro.com/job/San-Jose-Software-QA-Engineer-%2827301%29-Cali/1316818500/?utm_source=LINKEDIN&utm_medium=referrer&LinkedIn%20Job%20Slots=utm_source=linkedinjobpostings
Gensler,ServiceNow Developer,"Oakland, CA",5 hours ago,$100K/yr - $110K/yr,Onsite,80.4862,161,3,True,"PowerShell scripting, HTML, JavaScript, CSS, REST API development, Agile Software Development Life Cycle (SDLC)","ServiceNow System Administration, ServiceNow Certified System Administration (CSA), ServiceNow Certified Application Developer (CAD), ITIL Foundation, JSON, Third-party service integration, Customer Service",https://jobright.ai/jobs/info/69d5275ccdb525785fbcea75,https://gensler.wd1.myworkdayjobs.com/genslercareers/job/Los-Angeles-CA-US/ServiceNow-Developer_R-16983?source=Social+Media+%E2%80%93+LinkedIn
Ascot Group,Business Intelligence Engineer,"Iselin, NJ",11 hours ago,$95K/yr - $110K/yr,Hybrid,93.0931,200,2,True,"Power BI, SQL, Data modeling, Relational databases, ETL concepts","DAX, Data warehousing",https://jobright.ai/jobs/info/69a22eff359fe034b1cd6c9a,https://fa-emkq-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/job/897/?utm_medium=jobshare
General Motors,Software Developer-Test Engineering (Non AI),"Mountain View, CA",11 hours ago,$128K/yr - $196K/yr,Hybrid,68.7265,200,2,True,"Python, Java, C++, Software quality assurance, CI/CD tools, GitHub","Embedded software testing, Android testing, Test automation, Robot Framework, Scrum, Agile, Audio domain knowledge, Connectivity domain knowledge, Android Auto, CarPlay, Vehicle communication protocols, CAN, LIN, Jenkins, Artifactory, Curiosity, Analytical skills, Coordination",https://jobright.ai/jobs/info/69d5e06be63cea7a8b665cf0,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Mountain-View-California-United-States-of-America/Software-Developer-Test-Engineering_JR-202516026?source=LinkedIn
LangChain,Deployed Engineer (Dallas),United States,11 hours ago,$150K/yr - $250K/yr,Remote,75.5918,191,3,True,"Python, JavaScript, LLM-powered applications, AI agents deployment, Cloud environments, Containers, Kubernetes concepts","Systems fundamentals, Agent-based applications design, Multi-step workflows, Orchestration, Failure handling, Customer engineering, Technical evaluations, Production software operation, Bias toward action",https://jobright.ai/jobs/info/69a1377081476f6176bb92c6,https://jobs.ashbyhq.com/langchain/8b533cc4-6654-44b4-b3fc-004def2a9927/application?utm_source=vxReVqRy6V
Atomic Machines,Embedded Software Engineer,"Santa Clara, CA",6 hours ago,$150K/yr - $180K/yr,Onsite,66.1857,38,2,True,"Modern C++ C++14/17, Modern C++ later, Python Scripting, Concurrency, Testing","Embedded Software Development, Firmware Development, ARM-based Microcontrollers e.g., ARM-based Microcontrollers STM32, Embedded Linux, Memory Management, Real-time Systems, Hardware/Software Interfaces SPI, Hardware/Software Interfaces I2C, Hardware/Software Interfaces UART, Hardware/Software Interfaces ADC, Hardware/Software Interfaces GPIO, Debugging Hardware/Software Interactions, Automation for Software Systems",https://jobright.ai/jobs/info/69f783b981706a5bd216c1c9,https://www.linkedin.com/jobs/view/4407704880
Qualcomm,Computer Vision Architect,"San Diego, CA",12 hours ago,$148K/yr - $222K/yr,Onsite,92.2345,114,3,True,"Computer Vision, Deep Learning, C++, Python, OpenCV, PyTorch, API Documentation","Vision APIs, TensorFlow, Embedded Systems, Hardware CV Accelerators",https://jobright.ai/jobs/info/69be7b18b10602456283fee3,https://careers.qualcomm.com/careers/job/446716310453?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
Doximity,Data Analyst,United States,11 hours ago,$110K/yr - $150K/yr,Remote,80.8137,43,2,True,"Data Analysis, Statistical Concepts, Exploratory Data Analysis, Probability Theory, SQL, Python, Numpy, Object-Oriented Programming","Data Visualization, Pandas, Distributed Data Processing, Spark, Curiosity",https://jobright.ai/jobs/info/6985053a8da7a612045f4df2,https://boards.greenhouse.io/embed/job_app?token=6738818&utm_source=jobright
Delart,Cellular Systems Engineer,"Fremont, CA",36 minutes ago,$140K/yr - $200K/yr,Onsite,48.8712,25,3,True,Python,"4G-LTE, 5G-NR, IEEE 802 protocols, TCP/IP networking, Modem-level chipset tools, Qualcomm QXDM, Qualcomm QCAT, Samsung ShannonDM, Mobility management, Interference analysis, RAN architecture, Core Network architecture, Cellular protocol domain",https://jobright.ai/jobs/info/69f7d5d7db88714bcdfb9936,https://www.linkedin.com/jobs/view/4408399039
Qualcomm,Senior Linux Peripheral Software Engineer (Onsite at our Santa Clara Office),"Santa Clara, CA",10 hours ago,$124K/yr - $186K/yr,Onsite,78.1446,172,2,True,"C programming, C++ programming, Java programming, Python programming, Debugging techniques, Version control systems - Git, System performance tuning, Optimization, Scripting languages - Bash, Containerization technologies - Docker, Containerization technologies - Kubernetes, Linux distributions customization - Ubuntu, Linux distributions customization - Rocky Linux","Linux kernel development, Linux device driver development, Peripheral protocols, Buses, USB protocol, I2C protocol, I3C protocol, SPI protocol, MIPI protocols, Linux kernel architecture, Computer architecture, Embedded software systems, Software build tools - Make, Software build tools - CMake, Linux distributions customization - Fedora, Real-time operating systems, ARM architecture",https://jobright.ai/jobs/info/69a5fb210da45516f16ecc77,https://careers.qualcomm.com/careers/job/446716193257?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
Prime Video & Amazon MGM Studios,"Applied Scientist II, Prime Video - Personalization and Discovery Science, Personalization and Discovery Science","Seattle, WA",9 hours ago,$136K/yr - $223K/yr,Onsite,90.2214,33,3,True,"Machine Learning, Deep Learning, Optimization Methods, Model Development, Algorithms, Data Structures, Parsing, Data Mining, Parallel Computing, Java, C++, Python, Unix/Linux, Professional Software Development","Online Learning, Numerical Optimization, Distributed Computing, High-Performance Computing",https://jobright.ai/jobs/info/68ddee22a125e75c422b00d0,https://www.amazon.jobs/jobs/3099334/applied-scientist-ii-prime-video--personalization-and-discovery-science-personalization-and-discovery-science?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Synechron,.NET Lead Full Stack Developer (React & Copilot),"Dallas, TX",8 hours ago,$100K/yr - $110K/yr,Onsite,94.2051,25,2,True,"React.js, GitHub Copilot, RESTful APIs, Web Services, CI/CD pipelines, Cloud services - Azure, Cloud services - AWS, SQL Server, MySQL, PostgreSQL, DevOps practices",".NET Core, .NET Framework, C#, Microsoft Copilot, Agile methodologies",https://jobright.ai/jobs/info/69f76827582f810f9c8cbf7a,https://www.linkedin.com/jobs/view/4407707603
