Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL
Milliman,Software Engineer III - IntelliScript (Remote),United States,11 hours ago,$105K/yr - $199K/yr,Remote,82.4398,200,5,True,"SQL, AWS, DevOps, GitHub, Terraform, Software development lifecycle, Debugging, Microservice architecture, Event-driven architecture, Data integration","C# (.NET 8), Agile practices, Technical design, Domain driven design, Test automation, Digital health data, EHR systems, FHIR/HL7 interoperability, Analytical skills",https://recruiting2.ultipro.com/MIL1017/JobBoard/f54234e9-dfde-b183-fd20-4fbdb19cba7a/OpportunityDetail?opportunityId=bfc89279-6a28-456f-b927-eadd7462eb13&source=LinkedIn
Plaud,Founding Backend Engineer,"San Francisco, CA",11 hours ago,$160K/yr - $190K/yr,Hybrid,90.5713,200,3,True,"Python, PostgreSQL, Cloud infrastructure, Azure, AWS, Large language models (LLMs), Application security, Permission systems design, Strategic thinking","FastAPI, Go, GCP, SaaS product development, Team-building",https://jobs.ashbyhq.com/Plaud/e158152c-c34f-47bd-995b-3fedaeab09cf/application?utm_source=gZLE667dqO
Citi,Senior Java Full Stack Developer,"Irving, TX",1 hour ago,$107K/yr - $161K/yr,Onsite,95.7067,25,5,True,"Java, Object-oriented programming, Data structures, Algorithms, Design patterns, Microservices architecture, RESTful APIs, Event-driven services, Angular, React, SQL Server, Non-relational databases, OAuth2, JWT, Multi-threading, Parallel processing, Docker, Kubernetes, Version control systems, CI/CD pipelines","Spring Boot, Service-Oriented Architecture, Oracle, Kafka, Solace, JMS, Encryption, OpenShift, Cloud-native application development, Technical advising",https://ad.doubleclick.net/ddm/trackclk/N4789.466581LINKEDIN.COM/B31905749.393702677;dc_trk_aid=614240951;dc_trk_cid=235979136;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1;dc_transparent=1;?https://jobs.citi.com/job/-/-/287/94606122032?source=APPLICANT_SOURCE-3-354&utm_medium=job_posting&utm_campaign=nam_experienced&utm_content=social_media&utm_term=393702677&ss=paid&utm_source=linkedin
MaintainX,Senior Integrations Developer,"Raleigh, North Carolina",34 minutes ago,N/A,Onsite,79.6687,25,4,True,"JavaScript, TypeScript, NodeJS, React, ReactNative, GraphQL, MySQL, API development, API management, Sage, Data transformation, Security principles","ERP platforms, SAP, Oracle, Microsoft ERP, JD Edwards, Integration tools, Workato, Boomi, Tray.io, Zapier, Middleware platforms, Cloud integrations, On-premise integrations, Network architecture",https://boards.greenhouse.io/embed/job_app?token=5066976007&utm_source=jobright
Adobe,Software Development Engineer,"San Jose, CA",14 hours ago,$93K/yr - $179K/yr,Onsite,91.7713,200,1,True,"Java, Python, Cloud infrastructure, Problem-solving attitude, Collaborative approach","Scala, Distributed systems, Large-scale data processing, Curiosity",https://careers.adobe.com/us/en/job/ADOBUSR159512EXTERNALENUS/Software-Development-Engineer?utm_source=linkedin&utm_medium=phenom-feeds&source=LinkedIn
Grant Street Group,Data Conversion Developer,United States,4 hours ago,$75K/yr - $165K/yr,Remote,93.9954,73,1,True,"SQL, Relational databases, MySQL, Linux, BASH shell scripting, Docker","Perl, Makefiles",https://jobs.lever.co/grantstreet/296ba3b9-c3bc-4467-9f01-2c3f6c7a3569/apply?utm_source=jobright
Fanatics,"Software Engineer III, Back End (Payments & Wallet)","Denver, CO",12 hours ago,$138K/yr - $156K/yr,Onsite,88.4353,117,2,True,"Object-oriented development, Java, Microservices, HTTP, REST, Version control, Git, OOP, Design patterns, AWS, Docker, Kubernetes, A/B testing, Event-driven architecture","Spring Boot, JPA, TCP/IP, SVN, UML, GCP, Distributed caching, Message-oriented middleware, Kafka, Highly available distributed systems, 3rd party integrations, Analytical skills",https://job-boards.greenhouse.io/fanaticsfbg/jobs/4214559009?gh_src=k819kf909us
Cisco,Software Engineer Backend/Platform Systems I (Full Time) – United States,"Milpitas, California, US",5 hours ago,$105K/yr - $153K/yr,Hybrid,91.0878,25,0,True,"Microservices design, API development, Linux, Cloud platforms","Backend programming languages, Networking concepts",https://cisco.wd5.myworkdayjobs.com/Cisco_Careers/job/San-Jose-California-US/Software-Engineer-Backend-Platform-Systems-I--Full-Time----United-States_2000046
Detect,AI Engineer - Computer Vision,Miami,8 hours ago,N/A,Onsite,88.3115,53,N/A,True,"Computer Vision, Deep Learning, Python, PyTorch, MLOps","Object Detection, Semantic Segmentation, Image Classification, TensorFlow, Machine Learning Workflows, MLflow",https://boards.greenhouse.io/embed/job_app?token=4107483009&utm_source=jobright
Hinge,iOS Engineer,"New York, NY",2 hours ago,$150K/yr - $180K/yr,Onsite,58.2892,25,2,True,"A/B testing, Growth mindset","Swift, UIKit, IOS frameworks, Mobile architecture patterns, IOS app development, Subscription-based product development, In-app purchases, Experimentation, AI-assisted development tools",https://www.linkedin.com/jobs/view/4407964635
Creighton University,CRM Developer,"2500 California Plaza, Omaha, NE, 68178, US",5 hours ago,N/A,Onsite,82.4088,25,1,True,"Lightning Components, Data integration, REST APIs, SOAP APIs","Salesforce, Apex, Visualforce, Salesforce APIs, Salesforce best practices, Data migration, Data Loader",https://hcps.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/297
Amazon,"Software Dev Engineer,  S3 Express One Zone","Seattle, Washington, USA",23 minutes ago,$144K/yr - $194K/yr,Onsite,93.2917,66,3,True,"Software Development, Software Design, Object Oriented Design, C++, Java, Programming Languages","Software Architecture, Distributed Systems, C#, Perl",https://www.amazon.jobs/en/jobs/10409397/software-dev-engineer-s3-express-one-zone
Stifel Financial Corp.,Developer II,"St Louis, MO",7 hours ago,N/A,Onsite,89.7921,200,2,True,"T-SQL, MS SQL Server, Angular, AngularJS, Source control, Git, Software development life cycle (SDLC), Microsoft Word, Microsoft Outlook","C#/.NET Core, C#/.NET Framework, TFS, Microsoft Excel, Microsoft PowerPoint",https://careers-stifel.icims.com/jobs/8958/developer-ii/job?in_iframe=1&mode=apply&iis=LinkedIn&iisn=LinkedIn
GitHub,"Senior Software Engineer, Data Engineering",United States,4 hours ago,$124K/yr - $329K/yr,Remote,88.1818,200,6,True,"Software engineering, C programming, C++ programming, Java programming, JavaScript programming, Go programming, Python programming, Microservices, Scripting languages, Cloud computing, Relational databases, Non-relational databases, Azure Storage, Azure Redis Cache, Azure Data Explorer, Mentorship","C# programming, Ruby programming, Rust programming, Large-scale system architecture, Distributed systems, Cloud Native Compute Foundation (CNCF), Cosmos DB",https://githubinc.jibeapply.com/jobs/4782?lang=en-us&iis=Job+Board&iisn=LinkedIn&lever-source=LinkedinPosting
Sentara Health,Data Engineer - Remote,United States,8 hours ago,N/A,Remote,81.6915,25,3,True,"Databricks, SQL, ETL/ELT data pipelines, Cloud platforms - Azure, Git, Data catalog tools, Data quality, Metadata-driven frameworks","PySpark, Delta Lake, Data governance tools, Fivetran, Validation",https://sentara.wd1.myworkdayjobs.com/en-US/SCS/job/Virginia-Beach-VA/Data-Engineer---Remote_JR-98026?source=Linkedin
Georgia Institute of Technology,Application Developer (College of Computing),Atlanta Metro,1 hour ago,$78K/yr - $110K/yr,Onsite,76.1075,25,6,True,"PHP, Python, JavaScript, MySQL, UNIX/Linux, Bash Scripting","Application Security Methodologies, Service Oriented Architecture, Content Management Systems, Usability Best Practices, Accessibility Standards, Symfony Framework, Oracle, SSH, Apache Configuration",https://careers.hprod.onehcm.usg.edu/psc/careers/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=03000&JobOpeningId=297542&PostingSeq=1
The Walt Disney Company,Software Engineer II,"Seattle, WA",11 hours ago,$123K/yr - $165K/yr,Onsite,91.231,161,3,True,"Software development, TypeScript, Python, Java, C++, React, Angular, Version control, GitHub, CI/CD, Kubernetes, Terraform, Data platforms, Databricks, MySQL, PostgreSQL","Golang, Rust, CloudFormation, Observability platforms, Datadog, Splunk, New Relic, Snowflake, Distributed systems, Streaming platforms, Client-server architecture, Analytical skills",https://www.disneycareers.com/job/-/-/391/94569260848?source=LINKEDIN_JOB_SLOTS
Mastercard,Senior Software Engineer,"O'Fallon, MO",6 hours ago,$115K/yr - $184K/yr,Hybrid,80.2038,126,N/A,True,"Java, Angular, Node.js, React, CI/CD tools, SQL, Cloud architecture, Software engineering concepts, Design patterns","Spring Boot, Oracle, Apache Kafka, Messaging technologies, Monitoring tools, Automated testing frameworks, Modern development methodologies, Enterprise-scale systems, Financial services",https://careers.mastercard.com/us/en/job/MASRUSR270597EXTERNALENUS/Senior-Software-Engineer?utm_source=linkedin&utm_medium=phenom-feeds&source=LINKEDIN
Vertafore,Software Engineer I,"East Lansing, MI",2 hours ago,$63K/yr - $63K/yr,Hybrid,78.0003,41,0,True,"Coding languages, Software development life cycle, Relational databases, NoSQL databases","Agile methodology, Scrum methodology, Analytical thinking, Curiosity, Learn quickly",https://recruit.hirebridge.com/v3/Jobs/JobDetails.aspx?cid=7743&jid=609681&source=LinkedIn
Maximus,Associate Engineer - Software Engineer,United States,11 hours ago,$70K/yr - $90K/yr,Hybrid,97.2449,200,0,True,"Object Oriented Programming, RDBMS, Software Development Life Cycle, Power BI, SQL, Data Analysis, Java, JavaScript, Eclipse IDE, JUnit, Work in teams","Information Systems Design, JSP/JSF, SVN, Build Automation (CI/CD), Analytical skills",https://maximus.avature.net/careers/FolderDetail/United-States-Associate-Engineer-Software-Engineer/39087?source=LinkedIn
Ripple,"Software Engineer II, Data & AI","San Francisco, CA",10 hours ago,$140K/yr - $175K/yr,Hybrid,94.8194,200,3,True,"Python, SQL, Data lake platforms, Databricks, AI, Machine learning, Large language models, RESTful APIs, Server-side API integration, AWS cloud resources, CI/CD pipelines, GitLab, Terraform, Independent work","Scala, Data Warehouse platforms, Distributed systems, Scalable data pipelines",https://grnh.se/b1r55t1e1us?gh_src=79e001831us&source=LinkedIn
Hippocratic AI,Agent Deployment Engineer (Residency Program),"Palo Alto, CA",35 minutes ago,N/A,Onsite,95.8084,200,2,True,"Python, LLM prompting, Databases, RESTful APIs",Eagerness to learn,https://www.linkedin.com/jobs/view/4389798215
Arcadis,GIS Programming Scripting Specialist,"Buffalo, NY",9 hours ago,$68K/yr - $121K/yr,Hybrid,89.4351,25,2,True,"Python scripting, Visual Studio, Visual Studio Code, GitHub, DevOps practices, SQL Server databases, Java, C++, JavaScript, SQL, HTML5, CSS, Cloud Services, Analytical problem-solving","GIS application development, Web service development, Oracle databases, FME workflows, KNIME workflows, Esri ArcGIS Pro products, C#, .Net, JSON, XML",https://jobs.arcadis.com/careers/job/563671531352667?utm_source=linkedin&domain=arcadis.com&utm_medium=jobboard
First Quality,Data Engineer,United States,6 hours ago,N/A,Remote,90.123,200,3,True,"Data engineering, ETL/ELT processes, SQL, Azure Data Factory (ADF), Azure Databricks, Data modeling, Data integration, Python, DevOps practices, Project management","Data warehousing, Data profiling, Manufacturing industry knowledge, Analytical skills",https://www.linkedin.com/jobs/view/4409418657
PIMCO,Sr. Software Engineer CICD (GitHub),"Austin, TX",6 hours ago,$125K/yr - $140K/yr,Onsite,89.7651,200,4,True,"CI/CD tools, GitHub, GitLab CI, Containerization, Docker, Kubernetes, Cloud platforms, AWS, Azure, Terraform, Programming languages, Python, Java, Linux, Shell scripting","Google Cloud, Infrastructure as Code, Ansible, .NET, Go, DevOps certifications, Cloud certifications",https://pimco.wd1.myworkdayjobs.com/pimco-careers/job/Austin-TX-USA/Sr-Software-Engineer-CICD--GitHub-_R106137?source=linkedin
Figure,Full-Stack Engineer (Data & Systems Integration),"San Jose, CA",16 hours ago,$150K/yr - $240K/yr,Onsite,85.9646,43,3,True,"JavaScript, TypeScript, HTML5, CSS, React, Python, SQL, AWS S3, Docker, Data pipeline engineering, API design, Data governance","Next.js, AWS Glue, AWS Redshift, Telemetry platform design, Data visualization, Robotics, Distributed data processing, PySpark",https://job-boards.greenhouse.io/figureai/jobs/4612732006
Neota Logic,Dev Ops Engineer,"New York, NY",19 hours ago,$80K/yr - $100K/yr,Hybrid,94.337,200,3,True,"AWS, Microsoft Azure, Linux Systems Administration, Bash scripting, Python, RDBMS, SQL, PostgreSQL, Security",Network Management,https://www.linkedin.com/jobs/view/4409171771
Yahoo,Senior Data Engineer – AI-Driven Data Pipeline Automation,United States,1 hour ago,$128K/yr - $267K/yr,Remote,78.6408,25,7,True,"AI/ML, Data pipeline design, Data pipeline maintenance, Data Catalog, AWS, Object-oriented programming, Java, Python, SQL, Data security, Data governance","Google Cloud Platform, BigQuery, Dataproc, Composer, Dataflow, Scala, Data compliance",https://ouryahoo.wd5.myworkdayjobs.com/en-US/careers/job/United-States-of-America/Senior-Data-Engineer---AI-Driven-Data-Pipeline-Automation_JR0027145?source=LinkedIn
Cisco,Software Engineer QA II (Full Time) - United States,"Milpitas, California, US",6 hours ago,$124K/yr - $174K/yr,Hybrid,85.9152,43,2,True,"Python, Scripting languages, Security protocols, OAuth, DevOps practices, CI/CD pipelines, GitHub Actions, Artificial intelligence, Machine learning, Docker, Kubernetes, Pytest","Bash, TLS/SSL, SSH, SAML, IPsec, Cybersecurity tools, DevSecOps practices, Jenkins, Cloud security, Automation tools, Container security, Automated testing",https://cisco.wd5.myworkdayjobs.com/Cisco_Careers/job/Milpitas-California-US/Software-Engineer-QA-II--Full-Time----United-States_2010988
McKesson,Specialist Software Developer B2B Commerce,"Richmond, VA",6 hours ago,$101K/yr - $168K/yr,Onsite,89.1868,25,5,True,"React, Java, HTML, CSS, JavaScript, RDBMS, REST, GraphQL, Git, HTTP, Docker, Kubernetes, Azure, Python, RAG based AI agents, Microservices architecture","Spring Boot, Cookies, Sessions, AJAX, Browsers, Elastic, Redis, Kafka, Change data capture, Data replication, MCP Protocol, LLM Agent connectivity via APIs, AI-assisted development platforms, AI APIs implementation",https://careers.mckesson.com/en/job/-/-/733/94568694672?source=rd_linkedin
Litera,Salesforce Engineer,"Denver, CO, US",3 hours ago,$120K/yr - $150K/yr,Hybrid,76.35,28,N/A,True,"Lightning Web Components (LWC), Aura Components, REST APIs, SOAP APIs, ETL tools, Object-oriented programming, Design patterns, AI development tools","Salesforce platform, Apex, Visualforce, Salesforce integrations, Middleware, Declarative development tools, Process Builder, Flow, Workflow Rules",https://litera.wd12.myworkdayjobs.com/Litera_Careers/job/Denver-CO/Salesforce-Engineer_R-501249
Highmark Health,Senior Application Developer,"AL, Working at Home - Alabama, US",3 hours ago,$86K/yr - $139K/yr,Onsite,86.6797,25,5,True,"Angular, TypeScript, API integration, Java, PL/SQL, Containerization, Tailwind CSS, Databases, Software Development Life Cycle","Oracle, Spring Boot, PrimeNG, Project Management tools, Healthcare Industry experience",https://highmarkhealth.wd1.myworkdayjobs.com/highmark/job/PA-Working-at-Home---Pennsylvania/Senior-Application-Developer_J279495
Goldman Sachs,AMD Public-Dallas-Associate-Software Engineering,"Dallas, TX",5 hours ago,N/A,Onsite,93.2654,200,2,True,"Java, JVM languages, Angular, React, NoSQL databases, SQL","Full stack development, Real Time Distributed Systems, Analytical skills",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/166621/?utm_medium=jobshare&mode=job&iis=LinkedIn
Capital One,Applied Researcher I (AI Foundations),"McLean, VA",6 hours ago,$219K/yr - $250K/yr,Onsite,90.348,39,2,True,"AI foundation models, Deep learning, Natural Language Processing (NLP), Self-supervised learning, Reinforcement Learning from Human Feedback (RLHF), Machine learning research, Open-source AI tools, Cloud computing platforms, Large language model training, Model fine-tuning, Transfer learning, Model adaptation, Model guidance","Training optimization, Model robustness, Explainability, Compiler design, Innovation",https://www.capitalonecareers.com/job/-/-/234/92131829760?p_sid=3eJrijb&p_uid=DxqJpKKgIn&source=rd_linkedin_job_posting_Tech_tm&ss=paid&utm_campaign=tech_26&utm_content=pj_board&utm_medium=jobad&utm_source=linkedin+slotted
WHOOP,"Software Engineer II (Backend, Healthcare)","Boston, MA",12 hours ago,$125K/yr - $175K/yr,Onsite,82.5052,200,N/A,True,"Object-oriented programming, API design, Relational databases, RESTful APIs, Postgres, Asynchronous processing systems, Continuous learning","Backend development, Kafka, SQS, Automated testing, Code documentation, Agile development",https://jobs.lever.co/whoop/79aed6aa-56b2-4d6d-9db7-570bb38706e0/apply?lever-source=LinkedInJobs
Dexcom,Sr SW Development Engineer,"San Diego, CA",7 hours ago,$117K/yr - $194K/yr,Hybrid,92.702,153,5,True,"Java, AI services, Data platforms, Data pipelines, ETL/ELT, RESTful APIs, Cloud platforms, AWS, Azure, Cloud-native services, CI/CD pipelines, Version control, AI development tools","Kotlin, Scala, Distributed systems, Data lifecycle management, GRPC APIs, GCP, Automated testing",https://careers.dexcom.com/careers/job/41228930?src=LinkedIn
CITY Furniture,"SOFTWARE ENGINEERING MANAGER - HYBRID - TAMARAC, FLORIDA BASED","Tamarac, FL",1 hour ago,$120K/yr - $120K/yr,Hybrid,81.889,25,7,True,"Software Engineering, Node.js, React Native, API Development, Cloud Platforms, CI/CD, Coaching","Engineering Management, Ecommerce Platforms, Agile Delivery, AI-assisted Coding Tools, Production Support",https://recruiting.ultipro.com/CIT1035CIFR/JobBoard/9230cd8b-3a93-4eec-9a9f-13cc158230a6/OpportunityDetail?opportunityId=e2f76c41-64ed-4beb-b48d-1c85742c656b&source=LinkedIn
Pure Storage,"Software Infrastructure Engineer, Hardware","Santa Clara, CA",12 hours ago,$149K/yr - $175K/yr,Onsite,84.0962,120,N/A,True,"Python, C/C++, Data Structures, Algorithms, Git, Code Review, Linux, Shell Scripting","Database Management, Software Documentation, Hardware Schematics, Block Diagrams, Kernel/Driver Familiarity, AI-Driven Development Tools",https://job-boards.greenhouse.io/purestorage/jobs/7736016?gh_src=1ev8671
Vinson & Elkins,"AI Automation Engineer - Austin, Houston","Houston, TX",7 hours ago,N/A,Hybrid,83.5275,200,3,True,"Large language models, Prompt engineering, AI agent frameworks, Vector databases, Python, JavaScript, TypeScript, AI/LLM API integration, RESTful APIs, Web services, Data structures, Data engineering, Source control systems","Microsoft Power Automate, Azure Logic Apps, Low-code/no-code automation platforms, Pro-code automation platforms, Anthropic Claude, Azure OpenAI, OpenAI, Google Gemini, Fine-tuning, Retrieval-Augmented Generation, AI orchestration tools, Embedding pipelines, Environment management, Microsoft 365 ecosystem, Power Platform, SharePoint, Data flow",https://portal.velaw.com/viDesktopEx/viRecruitSelfApply/ReDefault.aspx?FilterREID=7&FilterJobCategoryID=2&FilterJobID=52&src=LinkedIn
Hinge,"Senior Machine Learning Engineer, Dating Outcomes","New York, NY",2 hours ago,$186K/yr - $245K/yr,Hybrid,90.1866,25,4,True,"Python, Java, C++, Machine Learning, Deep Neural Networks, Cloud Platforms, AWS, Azure, ML Serving Solutions, Databricks, PyTorch, Recommender Systems, DevOps, Kubernetes, Terraform, Data Engineering, Data Cleaning, Data Preprocessing","Distributed Computing, GCP, Ray, KubeFlow, TensorFlow, Knowledge Distillation, Batch Pipelines, Streaming Pipelines, Workflow Orchestration, Argo, Airflow",https://www.linkedin.com/jobs/view/4407947879
Nordstrom,"Software Engineer 2 — Data Platform Enablement (Hybrid - Seattle, WA)","Seattle, WA",2 hours ago,$122K/yr - $188K/yr,Hybrid,83.6969,25,3,True,"Software Engineering, Python, General-purpose Programming Language, AWS, Kubernetes, CI/CD Pipelines, Git Workflows, Terraform, SQL, Data Platforms, Access Management","GCP, Infrastructure-as-Code, Monitoring Tools, Incident Response, Identity, Automation, AI-assisted Development Tools",https://careers.nordstrom.com/software-engineer-2-data-platform-enablement-hybrid-seattle-wa/job/0146394CAE2306A0B260B454D3FCD32D?source=LinkedIn
Wolters Kluwer,Senior DevOps Engineer,"USA - Chicago, IL, West Adams St, US",8 hours ago,$93K/yr - $162K/yr,Hybrid,81.3121,41,5,True,"DevOps, Software Engineering, Python, Java, Azure, AWS, Git, Terraform, CI/CD pipelines, Linux","Site Reliability Engineering, .NET, PowerShell, Bash, Infrastructure as Code, CloudFormation, Azure DevOps, Jenkins, Observability platforms, Windows",https://wk.wd3.myworkdayjobs.com/external/job/USA---St-Cloud-MN/Senior-DevOps-Engineer_R0056031
QUANTEAM - North America (RAINBOW PARTNERS Group),C# Front Office Developer,NYC Metro Area,3 hours ago,N/A,Onsite,77.4589,99,N/A,True,"Object-Oriented Programming, Python, SQL, Git, Continuous Integration, Continuous Deployment","C#, .NET, Electronic trading systems, Fixed Income, FX Flow, Interest Rate products, Agile",https://www.linkedin.com/jobs/view/4405106894
EY,SDC-Java Developer: Full Stack or Back End-Financial Services -Senior,"Dallas, TX",8 hours ago,$66K/yr - $135K/yr,Hybrid,93.2124,200,3,True,"Java, Python, Node.js, RESTful API design, NoSQL databases, Microservices architecture, Serverless architecture, Cloud technologies - AWS, Cloud technologies - Azure, Front-end frameworks - React, Git, CI/CD pipelines, Unit testing, Integration testing","Front-end frameworks - Angular, Responsive web design, Test-driven development (TDD), Behavior-driven development (BDD), Agile methodology, Intellectual curiosity, Quick learner",https://careers.ey.com/ey/job/Dallas-SDC-Java-Developer-Full-Stack-or-Back-End-Financial-Services-Senior-TX-75270/1195211301/?feedId=337401&utm_source=LinkedInJobPostings&utm_campaign=j2w_linkedin
Amazon,Software Dev Engineer,"Detroit, MI",23 hours ago,$144K/yr - $194K/yr,Onsite,91.6975,85,3,True,"Software Development, Software Design, Design Patterns, Multi-threaded Software Development, Object Oriented Design, Programming Languages - C++, Programming Languages - Java, Programming Languages - Perl","Software Architecture, Reliability Engineering, Scalability Engineering, Distributed Systems, Programming Languages - C#, Apache Spark, Elastic Map Reduce",https://www.amazon.jobs/jobs/10407920/software-dev-engineer?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Midcontinent Independent System Operator (MISO),Platform Engineer II,"Carmel, IN",2 hours ago,$125K/yr - $150K/yr,Onsite,72.4654,25,6,True,"CI/CD pipelines, GitHub Actions, Shell scripting, Python scripting, PowerShell scripting, UNIX, Linux, Azure cloud technologies, Azure Data Services, Identity services, Kubernetes, Docker, Generative AI, Large language models","Automation tooling, Server automation, Network automation, Windows, AKS, Azure AI Foundry, Networking, ADFS, Cloud cost management, Cloud capacity management, Platform engineering frameworks, GitOps, Ansible, Rancher, Grafana, Prometheus",https://recruiting.ultipro.com/MID1029MISO/JobBoard/362b6b1d-f1c3-46f5-9554-4aa90e2bda64/OpportunityDetail?opportunityId=7420d47a-1ff1-45a3-b652-1700ea1c7b1f&source=LinkedIn
Viant Technology,"Manager, Software Engineering (Full Stack)","Irvine, CA",2 hours ago,$150K/yr - $200K/yr,Onsite,82.3545,25,8,True,"Angular, Java, Microservice architecture, Serverless architecture, Cloud providers, AWS, CI/CD, Coaching","Go, Database systems, Distributed systems, GCP, Agile development, Technical guidance",https://boards.greenhouse.io/embed/job_app?token=4116938009&utm_source=jobright
Atlassian,Solutions Architect | DX,"Salt Lake City, UT",15 hours ago,$129K/yr - $168K/yr,Hybrid,88.6706,104,N/A,True,"Python, APIs, RESTful services, Git, GitHub CLI, SQL, Postgres, CI/CD pipelines, Deployment workflows","Ruby, Rails, Branching strategies",https://careers-americas.icims.com/jobs/24841/solutions-architect-%2525257C-dx/job?iis=LinkedIn&iisn=LinkedIn_Job_Ad&mode=job
Spotify,"Backend Engineer, Podcast",United States,5 hours ago,$133K/yr - $190K/yr,Remote,81.4077,200,N/A,True,"Java, JavaScript, Cloud platforms - AWS, Relational databases - MySQL, API development","Backend systems development, Ruby on Rails, Cloud platforms - GCP, Platform, Distributed systems, AI-powered developer tools",https://jobs.lever.co/spotify/454e6013-78ca-4009-9ad4-7597f2045d0a?lever-source=LinkedInJobs
Tesla,"Software Engineer, Fullstack, Factory Software","Fremont, CA",18 hours ago,$140K/yr - $210K/yr,Onsite,93.2379,200,3,True,"SQL, MySQL, Angular, React, REST APIs, Microservice architecture, Docker, Kubernetes","C#, .NET, Golang, Queue processing",https://www.tesla.com/careers/search/job/269581?source=LinkedIn
Barclays,UI Developer,"Whippany, NJ",14 hours ago,$161K/yr - $161K/yr,Hybrid,93.2532,96,N/A,True,"React, TypeScript, Unit Testing, Regression Testing, DevOps, Software Development, Code Review",Secure Coding Practices,https://search.jobs.barclays/job/-/-/13015/94574368752?src=JB-12860
OPENLANE,Senior Software Engineer,United States,23 hours ago,$120K/yr - $145K/yr,Remote,94.3593,200,6,True,"NodeJS, JavaScript, HTML5, CSS3, SQL, NoSQL, Git, Object-Oriented Design, MySQL, Performance Optimization, Code Profiling, Troubleshooting","Scalability, Diagnostics, Agile Development",https://apply.appcast.io/jobs/56176129338/applyboard/apply?cs=jj7&sjg=8kvf&source=LinkedIn&ccuid=71251180600&ua=4&__ssr=true
IBM,Software Engineer,United States,3 hours ago,$135K/yr - $175K/yr,Remote,94.1142,25,2,True,"Amazon Web Services (AWS), Microsoft Azure, Kubernetes, PromQL, Software Engineering","Google Cloud Platform, Prometheus, Grafana",https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=113361&src=SN_LinkedIn
Fanatics,Software Engineer III,"New York, NY",13 hours ago,$138K/yr - $181K/yr,Onsite,88.4353,195,2,True,"Object-oriented development, Java, Microservices, HTTP, REST, Version control, Git, OOP, Design patterns, AWS, Docker, Kubernetes, A/B testing, Event-driven architecture","Spring Boot, JPA, TCP/IP, SVN, UML, GCP, Distributed caching, Message-oriented middleware, Kafka, Highly available distributed systems, 3rd party integrations, Analytical skills",https://job-boards.greenhouse.io/fanaticsfbg/jobs/4214617009?gh_src=k819kf909us
WITHIN,Artificial Intelligence Engineer,NYC Metro Area,6 hours ago,$91K/yr - $254K/yr,Hybrid,80.5813,75,N/A,True,"Python, LLM APIs, Structured outputs (JSON schema), API integration, SQL, Cloud platforms AWS, Cloud platforms Azure, Git / GitHub","Context windows, Token limits, Multi-turn conversation behavior, Tool/function calling, Prompt design, Cloud platforms GCP",https://job-boards.greenhouse.io/agencywithin/jobs/5056863007
Brain Co.,Early Career AI/ML Engineer,San Francisco Bay Area,12 hours ago,N/A,Hybrid,97.9374,200,0,True,"Applied machine learning, Generative AI applications, Large language models, PyTorch, Data structures, Algorithms, Software engineering","Jax, TensorFlow",https://jobs.ashbyhq.com/brainco/bb6e555b-8bb1-4cd7-9813-4f82a5ebe839
Qualcomm,Machine Learning Engineer - College Graduate,"San Diego, CA",12 hours ago,$123K/yr - $184K/yr,Onsite,91.6441,200,N/A,True,"Python, Object-oriented software design, Deep learning frameworks, Machine learning frameworks, Software design, Generative AI, ML accelerators, C++, Debugging skills","Neural network model optimization, On-target deployment, Neural processing units, Android programming, Algebraic operations optimization, Embedded software, Analytical skills",https://careers.qualcomm.com/careers/job/446717859953?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
Waymo,"Senior Fullstack Engineer, Waymo for Business","San Francisco, CA",7 hours ago,$174K/yr - $221K/yr,Hybrid,97.1835,200,4,True,"Angular, React, HTML, CSS, JavaScript, TypeScript, RESTful APIs, GraphQL","Component-based web frameworks, Vue",https://careers.withwaymo.com/jobs?gh_jid=7669326&gh_src=e2a2625d1us
Ceribell │ AI-Powered Point-of-Care EEG,Full Stack Senior Software Engineer (Hybrid),"Sunnyvale, CA",10 hours ago,$122K/yr - $140K/yr,Hybrid,86.4086,200,5,True,"Node.js, SQL, Docker, Kubernetes, AWS, JavaScript, TypeScript, API design","Back-end development, Ruby on Rails, Google Cloud Platform, FedRAMP compliance, Cloud infrastructure deployment, Analytical skills, Detail-oriented work ethic",https://job-boards.greenhouse.io/ceribell/jobs/5742011004?gh_src=8f29a94b4us
